Text,Actual,Predicted,Probability,Error_Type
"Subject: duplicates
sorry for any duplicate , having problems with lotus
notes .
gary green",0,1,0.5576542,False Positive
"Subject: see attached memo
please read the following attachment :
thank you ,
kathy benedict",0,1,0.7181328,False Positive
"Subject: registration confirmation from spinner . com
thank you for joining spinner . com : the web ' s largest source of free streaming
music
just wanted to confirm your registration with spinner - - you now have
complete access to spinner ' s 150 + professionally programmed music channels
and the entire spinner . com website . and just to remind you , the player , the
website , and ( most importantly ! ) the music are all totally free .
* your user name is : junglo
we have omitted your password for your privacy . please hang on to this email
so you can easily retrieve your user name if you forget it .
* forget your password ? enter your user name and email address at our
password retrieval page and we ' ll email it to you :
* you can also change your email address from your my profile page :
http : / / www . spinner . com / profile /
* for download / installation assistance , visit our help pages :
http : / / www . spinner . com / help / download /
* if you have any questions or any problems at all , please email us at :
feedback @ spinner . com
our users listen to 20 million songs a week , from almost every genre of music
you can imagine . they also learn more about everything they hear by clicking
on the player :
* get bios on every artist you hear by clicking "" artist info , "" and purchase
their cds by clicking "" buy this cd "" .
* click "" rate song "" to let our djs know what you think of each song you hear
- - they ' ll use your feedback to determine song play .
* click "" channel "" to see this week ' s top 25 songs on the channel you ' re
playing , ranked in order of popularity .
* for even more great info on our channels and music , visit spinner . com . you
can find out what channels play your favorite artists , download great free
songs , and take part in cool promotions and contests .
thanks again for registering . if you like what you hear , tell a friend about
spinner .
enjoy the music !
the spinner crew
if you received this email in error , you can unsubscribe from our service
here :
http : / / www . spinner . com / unsubscribe /",0,1,0.51926535,False Positive
"Subject: accomplishments
sorry for the delay . . . ami
1 . tom asked for a historical number for entex the 2 nd week on the job in the
morning meeting . he wasn  , t expecting me to bring forth anything because i had
just started . no one provided any information after the first day , so i
decided to look it up and do it myself . tom was very pleased .
2 . tom gave that info to ed , and he asked for further data :
a . about cinco ranch , greatwood , and spring interconnects
i coordinated with brad blevins and applied it to the fact that origination
was booked for nov , but the points had yet to be operational . brad and i
remain in close contact to share any entex interconnect info .
b . research transport info
documented why entex transport volumes decreased by 6000 , and used info
towards the audit
c . check weather forecast for nov
i got weather info from mike roberts and developed some volumes that
corresponded with historical data related to the average of the forecast . tom  ,
s response was , "" this is great . why hasn  , t anyone been able to do this
before . ""
3 . prepare and present entex info in morning meetings and prebid meetings .
4 . work with weather research group to get better understanding of entex
trends .
5 . prepare information gathering entex data including :
midcon vols
price behavior
temperature and weather conditions
hpl vols
6 . thoroughly understand and apply entex contracts :
- realize need for daily vols and mentor summer intern to put together data
base of historical information ( winter cap )
- recognized accounting discrepancy that saved us $ 11 , 000
- reorganized entex tracking spreadsheets to incorporate a variety of info ,
including booked volumes , weather , and contract terms
- part of the audit team
7 . managed weather hedge ( swap and put )
after doing some background work , i found out that the weather research group
was incorrect , and their files were feeding incorrect data ( iah temps instead
of hou temps ) . this find resulted in a gain on of $ 3 , 376 , 780 .
8 . handle ces deals on the texas desk
- organized and facilitated a meeting with back office to review all ces deals
- incorporated all ces info with enron systems
- fully gather all data
- liaison between devon and enron ( whole trade floor )
- ensure all information was correct
- praised by :
joan quick - "" you went above and beyond the call of duty ""
howard camp - "" when i met with the other regions , texas was the only one that
had its the info in line and organized ""
9 . develop good relationship with entex
10 . facilitate monthly meeting with cross - functional entex team to resolve
issues , discuss current happenings , and to keep everyone in the "" know ""
11 . tufco
understand and apply daily , monthly , and annual contract obligations
develop relationship with txu
meet with them to learn more about its operations
12 . cross - training
run position and better understand hpl operations
back up trading for craig
run economic firm books
- after 3 weeks , prepared summary sheet detailing position and p / l for the
traders i support . complimented by tom",0,1,0.64080065,False Positive
"Subject: re : meter 5892 south katy gas unit 2 - allocation
no , it was a gtc firm . you will need to create a new deal .
julie
daren j farmer
10 / 17 / 2000 02 : 32 pm
to : julie meyers / hou / ect @ ect
cc :
subject : meter 5892 south katy gas unit 2 - allocation
jm ,
is the contract for this deal still valid ? i want to roll the deal for sep
and oct .
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 10 / 17 / 2000
02 : 29 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
mark mccoy @ enron
10 / 17 / 2000 01 : 34 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : meter 5892 south katy gas unit 2 - allocation
daren - - -
i need some help with meter 5892 for september 00 due to a feedback error .
deal 133196 ( purchase from duke on gathering contract ) is erroring out due to
it ' s expiration date of 8 / 31 / 00 . . . . . . however it still showed up in pops ( w / o
a nom ) on 9 / 1 . volume management allocated volume to it according to the
allocation statement . should this deal be extended ? i noticed it is not out
there for october either . i have the feedback error sheet & allocation if
you want to see them .
let me know ,
mark
x 33396
p . s . fred boas said you used to handle this and you were very wise in the art
of allocation . . . . . . so i am expecting big results grasshopper !",0,1,0.83105814,False Positive
"Subject: announcing a new enron brown bag seminar - "" how to win a bowl game ""
the following seminar will be given several times this year . the
distinguished list of speakers is as follows :
bryan hull
chad landry
tim blanchard
bob cotten
a cameo appearance will be made by dr . mick walters , esq . of course , this
seminar will be moderated by yours truly .
sign up early , since there were so many texas teams in bowl games , and
therefore so many losers , the seminars are sure to fill up , rapidly .
p . love - i am sure it is little consolation , but at least you covered .
p . s . jody you better get with us soon and then fly immediately to miami
to give this invaluable info to bobby stoops .",0,1,0.8654674,False Positive
"Subject: meter 5892 south katy gas unit 2 - allocation
daren - - -
i need some help with meter 5892 for september 00 due to a feedback error .
deal 133196 ( purchase from duke on gathering contract ) is erroring out due to
it ' s expiration date of 8 / 31 / 00 . . . . . . however it still showed up in pops ( w / o
a nom ) on 9 / 1 . volume management allocated volume to it according to the
allocation statement . should this deal be extended ? i noticed it is not out
there for october either . i have the feedback error sheet & allocation if
you want to see them .
let me know ,
mark
x 33396
p . s . fred boas said you used to handle this and you were very wise in the art
of allocation . . . . . . so i am expecting big results grasshopper !",0,1,0.83105814,False Positive
"Subject: weekly fan fares
delta fan fares for february 3 - february 6 , 2001
hello mr farmer !
welcome to this week ' s version of delta fan fares . for the uninitiated , it ' s
an incredible e - mail program for delta customers who want to get away from it
all and enjoy events and activities in cities across the country .
before you start packing , remember that you ' ll need your skymiles number ,
2341930101 , to take advantage of this exclusive online offer . these fares
are for round - trip travel with a saturday departure and a return on either
monday or tuesday .
from this week ' s list , find a trip that you can ' t afford to miss . then follow
this link to purchase your delta ticket online :
professional basketball
purchase a fan fare and support your favorite basketball team on the road
this coming weekend .
charlotte at phoenix
- - charlotte , nc ( clt ) phoenix , az ( phx ) - $ 178
cleveland at boston
- - cleveland , oh ( cle ) boston , ma ( bos ) - $ 128
denver at washington
- - denver , co ( den ) washington national , dc ( dca ) - $ 168
indiana at milwaukee
- - indianapolis , in ( ind ) milwaukee , wi ( mke ) - $ 88
new york at miami
- - new york - kennedy , ny ( jfk ) miami , fl ( mia ) - $ 148
golden state at dallas
- - oakland , ca ( oak ) dallas - fort worth , tx ( dfw ) - $ 168
portland at los angeles ( clippers )
- - portland , or ( pdx ) los angeles , ca ( lax ) - $ 138
seattle at utah
- - seattle , wa ( sea ) salt lake city , ut ( slc ) - $ 128
professional hockey
the all - star game is in denver this sunday . come see the league ' s best
players heat up the ice .
- - idaho falls , id ( ida ) denver , co ( den ) - $ 118
- - los angeles , ca ( lax ) denver , co ( den ) - $ 138
- - portland , or ( pdx ) denver , co ( den ) - $ 138
- - sacramento , ca ( smf ) denver , co ( den ) - $ 138
- - salt lake city , ut ( slc ) denver , co ( den ) - $ 108
- - seattle , wa ( sea ) denver , co ( den ) - $ 148
senior pga tour
action moves to the royal caribbean classic at crandon park golf club in key
biscayne , florida . enjoy some golf while spending the weekend in the south
florida sun .
- - new york - kennedy , ny ( jfk ) miami , fl ( mia ) - $ 148
- - tallahassee , fl ( tlh ) miami , fl ( mia ) - $ 118
arts and entertainment
fan fares gives you the chance to spend some time in a city you might not
otherwise visit . this weekend , enjoy yourself in milwaukee .
travel to milwaukee
a friendly city with a decidedly sophisticated air , this midwestern gem
offers plenty of art and cultural events , nightlife , and beautiful lakeside
parks . and there ' s plenty to do indoors in milwaukee , so don ' t let the
february weather keep you away .
in addition to the professional basketball action on saturday night ( indiana
comes to town to play milwaukee ) , here ' s a few other ideas to get your
planning started .
the haggerty museum of art
located on the western end of downtown on the marquette university campus ,
the museum ' s collection includes works by dali , chagall and man ray . you ' ll
also find an impressive collection of sculpture and contemporary glass .
the milwaukee public museum
this museum of human and natural history is one of the nation ' s best and
often sets the standard for similar institutions . everyone in the family will
enjoy the engaging exhibits . you ' ll find 150 , 000 square feet of exhibit
space , through which you ' ll be able to visit all of the world ' s continents .
find the museum and the humphrey imax dome theater at 800 west wells street .
- - atlanta , ga ( atl ) milwaukee , wi ( mke ) - $ 128
- - birmingham , al ( bhm ) milwaukee , wi ( mke ) - $ 128
- - charleston , sc ( chs ) milwaukee , wi ( mke ) - $ 138
- - cincinnati , oh ( cvg ) milwaukee , wi ( mke ) - $ 98
- - huntsville , al ( hsv ) milwaukee , wi ( mke ) - $ 128
- - jackson , ms ( jan ) milwaukee , wi ( mke ) - $ 138
- - jacksonville , fl ( jax ) milwaukee , wi ( mke ) - $ 138
- - lexington , ky ( lex ) milwaukee , wi ( mke ) - $ 108
- - little rock , ar ( lit ) milwaukee , wi ( mke ) - $ 128
- - macon , ga ( mcn ) milwaukee , wi ( mke ) - $ 138
- - montgomery , al ( mgm ) milwaukee , wi ( mke ) - $ 138
- - nashville , tn ( bna ) milwaukee , wi ( mke ) - $ 118
- - new york - la guardia , ny ( lga ) milwaukee , wi ( mke ) - $ 138
- - pensacola , fl ( pns ) milwaukee , wi ( mke ) - $ 138
- - washington - national , dc ( dca ) milwaukee , wi ( mke ) - $ 128
your weekend starts here !
want to take advantage of any of these great delta fan fares ? click below !
delta reservations
to make delta reservations from delta ' s home page , visit :
fares do not include a $ 2 . 75 federal excise tax which will be imposed on each
flight segment of your itinerary . a flight segment is defined as a takeoff
and a landing .
service : some services may be provided by the delta connection carriers :
atlantic coast jet , atlantic southeast airlines , comair and skywest .
terms and conditions
restrictions : seats are limited and fares may not be available on all days or
all flights .
purchase requirements : fares must be purchased via delta ' s web site
( delta . com ) only .
ticketing period : tickets must be purchased by 02 / 03 / 01 .
travel period : outbound travel is permitted on saturday 02 / 03 / 01 only .
inbound travel is permitted on monday 02 / 05 / 01 or tuesday 02 / 06 / 01 only .
blackout dates : none .
minimum / maximum stay : minimum stay : saturday night . maximum stay : 3 days .
fare validity : fares are valid in the economy ( coach ) cabin on delta / delta
connection / delta express . all fares are round trip .
changes / upgrades / standby : all fares are nonrefundable . changes - prior to
departure : value of fare may be applied to any applicable published delta
fare less a $ 75 service charge . after departure : no changes are permitted .
special offers issued on delta ' s web site may not be applied to other web
fares on delta . com . credit vouchers cannot be used for payment for tickets
purchased on delta . com . same day standby is allowed .
taxes / fees : fares do not include government imposed transportation taxes and
other applicable fees , including segment fees ( $ 2 . 75 per segment ) , and
passenger facility charge ( s ) of up to $ 18 . these fees are the responsibility
of the passenger and must be paid at the time of ticketing .
miscellaneous : fares are subject to change without notice . other restrictions
may apply .
subscribe / unsubscribe
you have received this e - mail because your e - mail preferences indicate you
would like to receive delta fan fares information . to modify your e - mail
options , or unsubscribe from this service , please visit the following link
and enter your skymiles account number and pin . you will then be able to
update your preferences in our e - mail programs section .
copyright information
this e - mail message and its contents are copyrighted and are
proprietary products of delta air lines , inc . any unauthorized
use , reproduction , or transfer of this message or its contents ,
in any medium , is strictly prohibited .
this is a post only e - mail . please do not respond to this message .
",0,1,0.90470994,False Positive
"Subject: mtbe upsets
mtbe plant is up and running . production for tuesday , may 23 , was in excess
of 12 mb .",0,1,0.53236717,False Positive
"Subject: check these deals :
70422
92754",0,1,0.9708146,False Positive
"Subject: entex - may
i would assume 40000 for midcon .",0,1,0.81877726,False Positive
"Subject: enron and blockbuster to launch entertainment on - demand service
today enron broadband services announced a 20 - year exclusive agreement with
blockbuster to deliver a revolutionary new "" entertainment on demand "" service
to consumers . consumers will be able to order movies from the convenience
of their homes , and watch them on their televisions whenever they want . to
learn more about this exciting announcement and view a webcast featuring
interviews with ken lay and blockbuster ceo john antioco , visit
http : / / www . . com / .",0,1,0.90180445,False Positive
"Subject: craving for rolexes or omegas ?
empty your pockets and accounts for one vvatch ? you are kidding . gget
affordableluxury goods from rolexes , cartiers , bvlgaries , frankmullers ,
harry winstons , breguets , jaeger - lecoultre , brietilings , tag heuers and
tudors . see our convincing beauties that have logos and serialnumber . we are
artists that make ccheaper ones lo 0 k including the classics .
our goods might take only one third or even one tenth of the prototypes .
they are waterproof and madefrom stainlessteel .
the vvatches at our cybersstore are madeof vvhole stainlesssteel . for high
durable goods , pur - chase our vvatches .
http : / / m . i . discoverdreamland . com / psy /
take a ccheck at our vvatches with diverse energies . pur - chase either
batteryquartz ones or anto - matic mechanics .
our vvatches bring greater value to customerss with all the fea - tures a
prototype has .
ng me , you need not be uneasy . captain harville holds himself quite
engaged ,
i ' ll answer for it ; and captain wentworth the same , i dare say .
' my own little davy ! is i
` didn ' t expect me , did you ? ' said stepan arkadyevich , getting out of the
sleigh , splashed with mud on the bridge of his nose , on his cheek , and on
his eyebrows , but radiant with health and good spirits . ` i ' ve come primarily
to see you , ' he said , embracing and kissing him , ` secondly , to have some
stand shooting , and thirdly , to sell the forest at ergushovo . ' from the
visit by such nonsense . what ! would i be turned back from
t to be hinted to me that i am wa 2 nting 4 in affection for my prec ious
treasure , the
",1,0,0.012201865,False Negative
"Subject: meds doing cheap hop
so act like you hear me cause i ' m hollerin ' at
chu i ' m looking ' at chu me and my girls and your homeboy ' s too
so act like you hear me cause i ' m hollerin ' at
chu
go ! cried zeb ; and at the word the two horses
leaped forward and the race was begun
diskografske thudgelmir a 7 skejdbrimir
",1,0,0.3876491,False Negative
"Subject: long time
customer id : 615
order # 13
we would like to thank you for your recent purchase on our website
and thought that you may also be interested in our new lub . ricant
that has been added to our line of herb - al supp - lements .
it is gua ran - teed to help spice up your night life in the bed ` room .
if your not completely satis fied then just return it back to us with
no questions asked .
you can view our new line at http : / / nikko . getchatimenow . com / x / poppi
thank you once again
",1,0,0.06508811,False Negative
"Subject: maryland standard - expose on romance in 2004
e . n ' o _ u * g - h
ion marketing limitedd 2 , 23 , borrett road , mid - levels westhong kong
densitometer equity emulate bartok immiscible connoisseur
because prometheus admiration coercive vault actuate
arctan coherent bernie bluet dial crusade
affront bridesmaid soapsud tango aliquot singular
chicory agatha dean",1,0,0.09244157,False Negative
"Subject: 
html
body
pbr
/ p
p align = centera href = http : / / 1 zs . onebusbone . com / tp / default . asp ? id = bwnbsp ; / p
p align = centerimg src = http : / / rrc . onetuetion . com / stap . gif border = 0 / a / p
pbr
br
brbrbrbr
brbrbrbr
to say adios muchachos head on over to go to : onebusbone . com / host / emailremove . aspbr
brbrbrbr
tyrant south lesson cervix horizontal storekeep cotyledon baird flew electronic sleep chill lummox man cellular nitric bloody fleming bartholomew hadrian this altruist corrosion johnson bassi cereal merit jill intermit donahue conferring gaff athens blip pixel embrace calvert quaff adkins doublet mortify sedan victrola prance biotic
/ body
/ html
brbr
espionage cater trophic vulture upper binocular nazi nichols assai oppenheimer verdi afterimage byroad scott fingernail moisten congratulatory anabel figurine fixate malt we reach en ocular denton rotenone explicable ester irreclaimable rhythmic contumacy wedge madeline accept automorphic marjory cart tenney his tactual fizeau doodle solipsism already denude strawberry archival alluvium tempestuous cohosh excite emitting dirge oligarchy iroquois postcard gerundive apropos deter conquer verne lyman depict mirfak aniseikonic offspring strum widen cute abort buggy koala inertia pop bimini mirage
breastplate bromfield gassy effluent contextual nominate mantissa bathrobe laguerre stair denouement ineffable remediable commute corpuscular resolution digital bijection bitterroot baroness pupate eloise colloquy climate tarantula piscataway cognizable kittenish gay embroidery turtle councilwoman grommet printout magnolia library dropout kiwanis botany stahl slavonic ostrich demultiplex distinguish pliable ignoramus harvard plymouth wells scrabble mar bottommost observe dissociable kuhn chinchilla heublein pigeonberry permeate neff mule biotic lifeboat
gangway prolong decontrolling diaphanous asphyxiate alum oaken sunburnt assort ian gremlin coworker considerate different woo heath stallion alluvial wit catechism ectoderm cowlick s deniable bridal minimum accreditate butterfat revolutionary echo bandgap sextillion continual firefly orthorhombic coffey faraday nov turban bennington hampton architectonic hypothetic admix jacobian iv plum boulder gunfight
",1,0,0.1809037,False Negative
"Subject: re : hungry mhetor cheating on spouse
i ' ve heard a lot about youlaagan
i must have women - - there is nothing unbends the mind like them . all fair in love and war . much violence is based on the illusion that life is a property to be defended and not to be shared . life is not a problem to be solved , but a reality to be experienced .
our thoughts take the wildest flight : even at the moment when they should arrange themselves in thoughtful order . kids use to ask where they came from , now they tell you where to go
i don ' t want to do business with those who don ' t make a profit , because they can ' t give the best service .
the liberals can understand everything but people who don ' t understand them .
a lie can run around the world six times while the truth is still trying to put on its pants . beware of no man more than of yourself we carry our worst enemies within us .
death , so called , is a thing which makes men weep , and yet a third of life is passed in sleep .
rest not . life is sweeping by go and dare before you die . something mighty and sublime , leave behind to conquer time .
listen ! encourage . say something . do something . be yourself . lovea man who gives his children habits of industry provides for them better than by giving them a fortune .
getting divorced just because you don ' t love a man is almost as silly as getting married just because you do . force without forecast is to little avail .
the problems of this world are only truly solved in two ways : by extinction or duplication .
our ultimate freedom is the right and power to decide how anybody or anything outside ourselves will affect us .
",1,0,0.47353458,False Negative
"Subject: this service is provided by licensed internet pharmcy volition
enjoy lowpriced m = eds as our customer
rx meds for allergy , wt . control , sexual health , heart disease , high blood
pressure , depresion relief , an ' xiety relief , mus + cle relaxer , cancer and
infection .
meds affordable cause it is internet http : / / iwo . net . medwaftgood . com
get on the road towards internet pharamcy
take a chance on megonna do my very best and it ain ' t no lie
yeah , tell it , tell it , tell it like it t - i - is
errorbulletin aodc discusions hzol fnbcnet dnostdhdrs
you gotta move ityou gotta move it , move it , move it
",1,0,0.49706012,False Negative
